LED_CHAMBER_2022
DATE: 2023-2-2
TIME: 13:11:44
(START)WAIT_TIME: 10 MIN
LED_RATE: 10
LED_VALUE: 0.0 10.0 20.0 30.0 40.0 50.0 60.0 70.0 80.0 90.0 100
CYCLE_COUNT: 120 CYCLE_MINUTE: 20.0 MINUTE
STIR_PUMP_RATE: 30 ML/MIN

NO LED_RATE NO_CYCLE DATE TIME OXYZEN_VALUE TEMP_VALUE
980 8 20 2023-2-2 16:5:34 244.81 26.15
981 8 21 2023-2-2 16:5:44 245.35 26.15
982 8 22 2023-2-2 16:5:54 245.35 26.15
983 8 23 2023-2-2 16:6:4 245.35 26.15
984 8 24 2023-2-2 16:6:14 245.4 26.15
985 8 25 2023-2-2 16:6:24 245.28 26.15
986 8 26 2023-2-2 16:6:34 245.4 26.15
987 8 27 2023-2-2 16:6:44 245.47 26.15
988 8 28 2023-2-2 16:6:54 246.05 26.15
989 8 29 2023-2-2 16:7:4 244.56 26.15
990 8 30 2023-2-2 16:7:14 245.09 26.15
991 8 31 2023-2-2 16:7:24 245.89 26.15
992 8 32 2023-2-2 16:7:34 245.48 26.18
993 8 33 2023-2-2 16:7:44 245.4 26.15
994 8 34 2023-2-2 16:7:54 245.37 26.15
995 8 35 2023-2-2 16:8:4 245.28 26.15
996 8 36 2023-2-2 16:8:14 245.3 26.15
997 8 37 2023-2-2 16:8:24 245.8 26.15
998 8 38 2023-2-2 16:8:34 245.91 26.15
999 8 39 2023-2-2 16:8:44 244.93 26.15
1000 8 40 2023-2-2 16:8:54 245.35 26.15
1001 8 41 2023-2-2 16:9:4 245.54 26.15
1002 8 42 2023-2-2 16:9:15 245.7 26.15
1003 8 43 2023-2-2 16:9:25 245.49 26.15
1004 8 44 2023-2-2 16:9:35 245.63 26.15
1005 8 45 2023-2-2 16:9:44 245.44 26.15
1006 8 46 2023-2-2 16:9:55 245.3 26.15
1007 8 47 2023-2-2 16:10:5 245.49 26.15
1008 8 48 2023-2-2 16:10:15 246.08 26.15
1009 8 49 2023-2-2 16:10:25 245.16 26.15
1010 8 50 2023-2-2 16:10:35 245.4 26.15
1011 8 51 2023-2-2 16:10:45 245.87 26.15
1012 8 52 2023-2-2 16:10:55 245.4 26.15
1013 8 53 2023-2-2 16:11:5 245.35 26.15
1014 8 54 2023-2-2 16:11:15 245.37 26.15
1015 8 55 2023-2-2 16:11:25 245.42 26.15
1016 8 56 2023-2-2 16:11:35 245.54 26.15
1017 8 57 2023-2-2 16:11:45 245.73 26.15
1018 8 58 2023-2-2 16:11:55 245.84 26.15
1019 8 59 2023-2-2 16:12:5 244.93 26.15
1020 8 60 2023-2-2 16:12:15 245.3 26.15
1021 8 61 2023-2-2 16:12:25 245.84 26.15
1022 8 62 2023-2-2 16:12:35 245.23 26.15
1023 8 63 2023-2-2 16:12:45 245.66 26.15
1024 8 64 2023-2-2 16:12:55 245.69 26.12
1025 8 65 2023-2-2 16:13:5 245.26 26.15
1026 8 66 2023-2-2 16:13:15 245.94 26.15
1027 8 67 2023-2-2 16:13:25 245.68 26.15
1028 8 68 2023-2-2 16:13:35 246.28 26.12
1029 8 69 2023-2-2 16:13:45 244.77 26.15
1030 8 70 2023-2-2 16:13:55 245.56 26.15
1031 8 71 2023-2-2 16:14:5 245.84 26.15
1032 8 72 2023-2-2 16:14:15 245.95 26.12
1033 8 73 2023-2-2 16:14:25 245.86 26.12
1034 8 74 2023-2-2 16:14:35 245.54 26.15
1035 8 75 2023-2-2 16:14:45 245.93 26.12
1036 8 76 2023-2-2 16:14:55 245.83 26.12
1037 8 77 2023-2-2 16:15:5 245.79 26.12
1038 8 78 2023-2-2 16:15:15 245.88 26.12
1039 8 79 2023-2-2 16:15:25 245.22 26.12
1040 8 80 2023-2-2 16:15:35 245.79 26.12
1041 8 81 2023-2-2 16:15:45 246.26 26.12
1042 8 82 2023-2-2 16:15:55 245.67 26.12
1043 8 83 2023-2-2 16:16:5 245.76 26.12
1044 8 84 2023-2-2 16:16:15 245.69 26.12
1045 8 85 2023-2-2 16:16:25 245.95 26.12
1046 8 86 2023-2-2 16:16:35 245.93 26.12
1047 8 87 2023-2-2 16:16:45 245.97 26.12
1048 8 88 2023-2-2 16:16:55 246.28 26.12
1049 8 89 2023-2-2 16:17:5 245.24 26.09
1050 8 90 2023-2-2 16:17:15 245.74 26.12
1051 8 91 2023-2-2 16:17:25 246.55 26.09
1052 8 92 2023-2-2 16:17:35 246.04 26.09
1053 8 93 2023-2-2 16:17:45 245.89 26.09
1054 8 94 2023-2-2 16:17:55 245.78 26.09
1055 8 95 2023-2-2 16:18:5 245.97 26.09
1056 8 96 2023-2-2 16:18:15 246.25 26.09
1057 8 97 2023-2-2 16:18:25 245.99 26.09
1058 8 98 2023-2-2 16:18:35 246.55 26.09
1059 8 99 2023-2-2 16:18:45 245.12 26.09
1060 8 100 2023-2-2 16:18:55 245.92 26.09
1061 8 101 2023-2-2 16:19:5 246.67 26.09
1062 8 102 2023-2-2 16:19:15 246.11 26.09
1063 8 103 2023-2-2 16:19:25 245.8 26.09
1064 8 104 2023-2-2 16:19:35 245.75 26.09
1065 8 105 2023-2-2 16:19:45 245.94 26.09
1066 8 106 2023-2-2 16:19:55 246.08 26.09
1067 8 107 2023-2-2 16:20:5 246.19 26.06
1068 8 108 2023-2-2 16:20:15 246.32 26.09
1069 8 109 2023-2-2 16:20:25 245.71 26.09
1070 8 110 2023-2-2 16:20:35 245.97 26.09
1071 8 111 2023-2-2 16:20:45 246.85 26.06
1072 8 112 2023-2-2 16:20:55 246.06 26.09
1073 8 113 2023-2-2 16:21:5 246.03 26.06
1074 8 114 2023-2-2 16:21:15 246.07 26.06
1075 8 115 2023-2-2 16:21:25 246.17 26.06
1076 8 116 2023-2-2 16:21:35 246.45 26.06
1077 8 117 2023-2-2 16:21:45 246.4 26.06
1078 8 118 2023-2-2 16:21:55 245.89 26.09
1079 8 119 2023-2-2 16:22:5 245.7 26.06
1080 8 120 2023-2-2 16:22:15 246.4 26.06
1081 9 1 2023-2-2 16:22:27 245.56 26.06
1082 9 2 2023-2-2 16:22:37 245.67 26.06
1083 9 3 2023-2-2 16:22:48 246.14 26.06
1084 9 4 2023-2-2 16:22:58 247.53 26.06
1085 9 5 2023-2-2 16:23:8 246.03 26.06
1086 9 6 2023-2-2 16:23:18 246.14 26.06
1087 9 7 2023-2-2 16:23:28 245.49 26.06
1088 9 8 2023-2-2 16:23:38 246.66 26.06
1089 9 9 2023-2-2 16:23:48 246.78 26.06
1090 9 10 2023-2-2 16:23:58 246.59 26.06
1091 9 11 2023-2-2 16:24:8 245.81 26.06
1092 9 12 2023-2-2 16:24:18 246.09 26.03
1093 9 13 2023-2-2 16:24:28 246.19 26.06
1094 9 14 2023-2-2 16:24:38 247.3 26.06
1095 9 15 2023-2-2 16:24:48 246.05 26.06
1096 9 16 2023-2-2 16:24:58 245.98 26.06
1097 9 17 2023-2-2 16:25:8 245.89 26.06
1098 9 18 2023-2-2 16:25:18 246.57 26.06
1099 9 19 2023-2-2 16:25:28 246.68 26.06
1100 9 20 2023-2-2 16:25:38 246.46 26.03
1101 9 21 2023-2-2 16:25:48 245.74 26.06
1102 9 22 2023-2-2 16:25:58 245.84 26.06
1103 9 23 2023-2-2 16:26:8 246.73 26.06
1104 9 24 2023-2-2 16:26:18 247.04 26.06
1105 9 25 2023-2-2 16:26:28 245.89 26.06
1106 9 26 2023-2-2 16:26:38 245.49 26.06
1107 9 27 2023-2-2 16:26:48 246.05 26.06
1108 9 28 2023-2-2 16:26:58 246.8 26.06
1109 9 29 2023-2-2 16:27:8 246.5 26.06
1110 9 30 2023-2-2 16:27:18 246.07 26.06
1111 9 31 2023-2-2 16:27:28 246.12 26.06
1112 9 32 2023-2-2 16:27:38 245.96 26.06
1113 9 33 2023-2-2 16:27:48 246.78 26.06
1114 9 34 2023-2-2 16:27:58 246.64 26.06
1115 9 35 2023-2-2 16:28:8 246.03 26.06
1116 9 36 2023-2-2 16:28:18 245.67 26.06
1117 9 37 2023-2-2 16:28:28 246.43 26.06
1118 9 38 2023-2-2 16:28:38 246.66 26.06
1119 9 39 2023-2-2 16:28:48 246.99 26.06
1120 9 40 2023-2-2 16:28:58 245.79 26.06
1121 9 41 2023-2-2 16:29:8 246.1 26.06
1122 9 42 2023-2-2 16:29:18 246.1 26.06
1123 9 43 2023-2-2 16:29:28 247.01 26.06
1124 9 44 2023-2-2 16:29:38 246.36 26.09
1125 9 45 2023-2-2 16:29:48 245.85 26.09
1126 9 46 2023-2-2 16:29:58 245.4 26.09
1127 9 47 2023-2-2 16:30:8 246.45 26.12
1128 9 48 2023-2-2 16:30:18 246.23 26.12
1129 9 49 2023-2-2 16:30:28 246.45 26.12
1130 9 50 2023-2-2 16:30:38 245.46 26.12
1131 9 51 2023-2-2 16:30:48 245.56 26.15
1132 9 52 2023-2-2 16:30:58 245.42 26.15
1133 9 53 2023-2-2 16:31:8 246.32 26.18
1134 9 54 2023-2-2 16:31:18 245.74 26.18
1135 9 55 2023-2-2 16:31:28 244.99 26.18
1136 9 56 2023-2-2 16:31:38 244.74 26.21
1137 9 57 2023-2-2 16:31:48 246.05 26.21
1138 9 58 2023-2-2 16:31:58 245.46 26.21
1139 9 59 2023-2-2 16:32:8 245.64 26.24
1140 9 60 2023-2-2 16:32:18 244.51 26.24
1141 9 61 2023-2-2 16:32:28 245.04 26.28
1142 9 62 2023-2-2 16:32:38 244.73 26.28
1143 9 63 2023-2-2 16:32:48 245.7 26.31
1144 9 64 2023-2-2 16:32:58 245.0 26.31
1145 9 65 2023-2-2 16:33:8 244.38 26.34
1146 9 66 2023-2-2 16:33:18 243.79 26.34
1147 9 67 2023-2-2 16:33:28 244.81 26.37
1148 9 68 2023-2-2 16:33:38 244.88 26.37
1149 9 69 2023-2-2 16:33:48 244.86 26.4
1150 9 70 2023-2-2 16:33:58 244.0 26.4
1151 9 71 2023-2-2 16:34:8 244.17 26.43
1152 9 72 2023-2-2 16:34:18 243.84 26.43
1153 9 73 2023-2-2 16:34:28 244.71 26.46
1154 9 74 2023-2-2 16:34:38 244.5 26.46
1155 9 75 2023-2-2 16:34:48 243.76 26.46
1156 9 76 2023-2-2 16:34:58 243.35 26.49
1157 9 77 2023-2-2 16:35:8 243.58 26.49
1158 9 78 2023-2-2 16:35:18 244.01 26.52
1159 9 79 2023-2-2 16:35:28 243.92 26.55
1160 9 80 2023-2-2 16:35:38 243.29 26.55
1161 9 81 2023-2-2 16:35:48 242.76 26.58
1162 9 82 2023-2-2 16:35:58 242.76 26.58
1163 9 83 2023-2-2 16:36:8 243.42 26.58
1164 9 84 2023-2-2 16:36:18 244.03 26.61
1165 9 85 2023-2-2 16:36:28 242.48 26.64
1166 9 86 2023-2-2 16:36:38 242.55 26.64
1167 9 87 2023-2-2 16:36:48 241.86 26.67
1168 9 88 2023-2-2 16:36:58 243.14 26.67
1169 9 89 2023-2-2 16:37:8 242.97 26.67
1170 9 90 2023-2-2 16:37:18 243.05 26.7
1171 9 91 2023-2-2 16:37:28 242.17 26.7
1172 9 92 2023-2-2 16:37:38 242.22 26.73
1173 9 93 2023-2-2 16:37:48 241.9 26.73
1174 9 94 2023-2-2 16:37:58 243.62 26.73
1175 9 95 2023-2-2 16:38:8 242.23 26.76
1176 9 96 2023-2-2 16:38:18 242.78 26.76
1177 9 97 2023-2-2 16:38:28 241.6 26.76
1178 9 98 2023-2-2 16:38:38 242.51 26.76
1179 9 99 2023-2-2 16:38:48 242.55 26.76
1180 9 100 2023-2-2 16:38:58 243.3 26.8
1181 9 101 2023-2-2 16:39:8 242.33 26.8
1182 9 102 2023-2-2 16:39:18 241.93 26.8
1183 9 103 2023-2-2 16:39:28 241.7 26.8
1184 9 104 2023-2-2 16:39:38 242.72 26.8
1185 9 105 2023-2-2 16:39:48 242.93 26.8
1186 9 106 2023-2-2 16:39:58 242.61 26.83
1187 9 107 2023-2-2 16:40:8 242.01 26.83
1188 9 108 2023-2-2 16:40:18 242.06 26.83
1189 9 109 2023-2-2 16:40:28 242.03 26.83
1190 9 110 2023-2-2 16:40:38 242.43 26.83
1191 9 111 2023-2-2 16:40:48 242.94 26.83
1192 9 112 2023-2-2 16:40:58 242.01 26.83
1193 9 113 2023-2-2 16:41:8 241.87 26.83
1194 9 114 2023-2-2 16:41:18 241.3 26.86
1195 9 115 2023-2-2 16:41:28 243.1 26.83
1196 9 116 2023-2-2 16:41:38 242.4 26.83
1197 9 117 2023-2-2 16:41:48 242.66 26.83
1198 9 118 2023-2-2 16:41:58 242.06 26.83
1199 9 119 2023-2-2 16:42:8 241.97 26.86
1200 9 120 2023-2-2 16:42:18 241.62 26.86
1201 10 1 2023-2-2 16:42:31 242.23 26.86
1202 10 2 2023-2-2 16:42:41 242.5 26.83
1203 10 3 2023-2-2 16:42:51 242.67 26.86
1204 10 4 2023-2-2 16:43:1 242.36 26.86
1205 10 5 2023-2-2 16:43:11 242.39 26.86
1206 10 6 2023-2-2 16:43:21 242.67 26.86
1207 10 7 2023-2-2 16:43:31 242.36 26.86
1208 10 8 2023-2-2 16:43:41 242.34 26.86
1209 10 9 2023-2-2 16:43:51 242.57 26.86
1210 10 10 2023-2-2 16:44:1 242.46 26.89
1211 10 11 2023-2-2 16:44:11 242.2 26.86
1212 10 12 2023-2-2 16:44:21 242.74 26.86
1213 10 13 2023-2-2 16:44:31 242.69 26.86
1214 10 14 2023-2-2 16:44:41 242.3 26.89
1215 10 15 2023-2-2 16:44:51 242.25 26.89
1216 10 16 2023-2-2 16:45:1 242.39 26.89
1217 10 17 2023-2-2 16:45:11 242.65 26.89
1218 10 18 2023-2-2 16:45:21 242.39 26.89
1219 10 19 2023-2-2 16:45:31 242.32 26.89
1220 10 20 2023-2-2 16:45:41 242.79 26.89
1221 10 21 2023-2-2 16:45:51 242.56 26.89
1222 10 22 2023-2-2 16:46:1 242.49 26.89
1223 10 23 2023-2-2 16:46:11 242.56 26.89
1224 10 24 2023-2-2 16:46:21 242.38 26.92
1225 10 25 2023-2-2 16:46:31 242.44 26.89
1226 10 26 2023-2-2 16:46:41 242.24 26.92
1227 10 27 2023-2-2 16:46:51 242.88 26.89
1228 10 28 2023-2-2 16:47:1 242.49 26.89
1229 10 29 2023-2-2 16:47:11 242.31 26.92
1230 10 30 2023-2-2 16:47:21 242.81 26.89
1231 10 31 2023-2-2 16:47:31 242.4 26.92
1232 10 32 2023-2-2 16:47:41 242.54 26.92
1233 10 33 2023-2-2 16:47:51 242.24 26.92
1234 10 34 2023-2-2 16:48:1 242.35 26.92
1235 10 35 2023-2-2 16:48:11 242.45 26.92
1236 10 36 2023-2-2 16:48:21 242.61 26.92
1237 10 37 2023-2-2 16:48:31 242.54 26.92
1238 10 38 2023-2-2 16:48:41 242.33 26.92
1239 10 39 2023-2-2 16:48:51 242.54 26.92
1240 10 40 2023-2-2 16:49:1 242.63 26.92
1241 10 41 2023-2-2 16:49:11 242.66 26.92
1242 10 42 2023-2-2 16:49:21 242.7 26.92
1243 10 43 2023-2-2 16:49:31 242.18 26.95
1244 10 44 2023-2-2 16:49:41 242.38 26.95
1245 10 45 2023-2-2 16:49:51 242.7 26.92
1246 10 46 2023-2-2 16:50:1 242.29 26.95
1247 10 47 2023-2-2 16:50:11 242.45 26.92
1248 10 48 2023-2-2 16:50:21 242.29 26.95
1249 10 49 2023-2-2 16:50:31 242.84 26.92
1250 10 50 2023-2-2 16:50:41 242.49 26.92
1251 10 51 2023-2-2 16:50:51 242.52 26.95
1252 10 52 2023-2-2 16:51:1 242.48 26.95
1253 10 53 2023-2-2 16:51:11 242.34 26.95
1254 10 54 2023-2-2 16:51:21 242.82 26.92
1255 10 55 2023-2-2 16:51:31 242.62 26.95
1256 10 56 2023-2-2 16:51:41 242.48 26.95
1257 10 57 2023-2-2 16:51:51 242.27 26.95
1258 10 58 2023-2-2 16:52:1 242.55 26.95
1259 10 59 2023-2-2 16:52:11 242.52 26.95
1260 10 60 2023-2-2 16:52:21 242.43 26.95
1261 10 61 2023-2-2 16:52:31 242.31 26.95
1262 10 62 2023-2-2 16:52:41 242.9 26.95
1263 10 63 2023-2-2 16:52:51 242.48 26.95
1264 10 64 2023-2-2 16:53:1 242.64 26.95
1265 10 65 2023-2-2 16:53:11 242.48 26.95
1266 10 66 2023-2-2 16:53:21 242.73 26.92
1267 10 67 2023-2-2 16:53:31 242.75 26.92
1268 10 68 2023-2-2 16:53:41 242.36 26.95
1269 10 69 2023-2-2 16:53:51 242.7 26.92
1270 10 70 2023-2-2 16:54:1 242.55 26.95
1271 10 71 2023-2-2 16:54:11 243.15 26.92
1272 10 72 2023-2-2 16:54:21 242.76 26.95
1273 10 73 2023-2-2 16:54:31 242.34 26.95
1274 10 74 2023-2-2 16:54:41 242.8 26.92
1275 10 75 2023-2-2 16:54:51 242.82 26.92
1276 10 76 2023-2-2 16:55:1 242.98 26.92
1277 10 77 2023-2-2 16:55:11 243.29 26.92
1278 10 78 2023-2-2 16:55:21 242.55 26.95
1279 10 79 2023-2-2 16:55:31 242.94 26.92
1280 10 80 2023-2-2 16:55:41 242.68 26.92
1281 10 81 2023-2-2 16:55:51 242.5 26.95
1282 10 82 2023-2-2 16:56:1 242.64 26.95
1283 10 83 2023-2-2 16:56:11 242.87 26.95
1284 10 84 2023-2-2 16:56:21 242.73 26.95
1285 10 85 2023-2-2 16:56:31 242.62 26.95
1286 10 86 2023-2-2 16:56:41 242.71 26.95
1287 10 87 2023-2-2 16:56:51 242.55 26.95
1288 10 88 2023-2-2 16:57:1 242.52 26.95
1289 10 89 2023-2-2 16:57:11 242.69 26.95
1290 10 90 2023-2-2 16:57:22 242.34 26.98
1291 10 91 2023-2-2 16:57:32 242.48 26.98
1292 10 92 2023-2-2 16:57:42 242.27 26.98
1293 10 93 2023-2-2 16:57:52 242.6 26.98
1294 10 94 2023-2-2 16:58:1 242.58 26.98
1295 10 95 2023-2-2 16:58:12 242.32 26.98
1296 10 96 2023-2-2 16:58:22 242.6 26.98
1297 10 97 2023-2-2 16:58:32 242.53 26.98
1298 10 98 2023-2-2 16:58:42 242.51 26.98
1299 10 99 2023-2-2 16:58:52 242.48 26.98
1300 10 100 2023-2-2 16:59:2 242.47 27.01
1301 10 101 2023-2-2 16:59:12 242.65 26.98
1302 10 102 2023-2-2 16:59:22 242.51 26.98
1303 10 103 2023-2-2 16:59:32 242.37 26.98
1304 10 104 2023-2-2 16:59:42 242.67 26.98
1305 10 105 2023-2-2 16:59:52 242.62 26.98
1306 10 106 2023-2-2 17:0:2 242.51 26.98
1307 10 107 2023-2-2 17:0:12 242.51 27.01
1308 10 108 2023-2-2 17:0:22 242.65 26.98
1309 10 109 2023-2-2 17:0:32 242.81 26.98
1310 10 110 2023-2-2 17:0:42 242.23 26.98
1311 10 111 2023-2-2 17:0:52 242.16 27.01
1312 10 112 2023-2-2 17:1:2 242.47 27.01
1313 10 113 2023-2-2 17:1:12 242.14 27.01
1314 10 114 2023-2-2 17:1:22 242.33 27.01
1315 10 115 2023-2-2 17:1:32 242.51 27.01
1316 10 116 2023-2-2 17:1:42 242.14 27.01
1317 10 117 2023-2-2 17:1:52 242.37 27.01
1318 10 118 2023-2-2 17:2:2 242.35 27.01
1319 10 119 2023-2-2 17:2:12 242.28 27.01
1320 10 120 2023-2-2 17:2:22 242.37 27.01
1321 X 1 2023-2-2 17:2:32 242.12 27.01
1322 X 2 2023-2-2 17:2:42 242.62 26.98
1323 X 3 2023-2-2 17:2:52 242.81 26.98
1324 X 4 2023-2-2 17:3:2 242.52 26.95
1325 X 5 2023-2-2 17:3:12 242.53 26.98

